epoch,loss,mae,mse
0,0.008240511121476952,0.039773293,0.02522778
0,0.0018609385183712436,0.015440472,0.003726973
0,0.0011390040095740636,0.013544647,0.0022834511
0,0.0006134016180960501,0.009153236,0.0012288982
0,0.00033178125044811414,0.006269991,0.0006643384
0,0.0002693229083179484,0.0054185498,0.00053958426
0,0.00018322342008505693,0.004045289,0.00036681205
0,0.00014425520337188233,0.0036593955,0.00028887036
0,0.00012370586096887749,0.0034217392,0.00024773373
0,0.0001011663476612924,0.0031257623,0.00020248402
0,0.0082642129569125,0.03994727,0.025612254
0,0.0019989694146561768,0.014911689,0.003999813
0,0.0014327400313666628,0.013721956,0.0028691546
0,0.0006700192372930252,0.008993891,0.0013428191
0,0.0004773649156574057,0.0071679507,0.0009564736
0,0.00028424815906673447,0.0053072725,0.0005689237
0,0.00021460973273521738,0.0043736747,0.00042941995
0,0.0001692378743690038,0.0038498456,0.0003388666
0,0.00022379554131044118,0.0043188143,0.00044896436
0,0.0001593502138656716,0.0036449002,0.00031916497
0,0.0001247469937833696,0.0030245339,0.00024972306
0,0.00011036700500156612,0.0027651084,0.00022088994
0,8.646372320288072e-05,0.0024918257,0.00017295335
0,0.0001318991385849555,0.0032438664,0.00026439963
0,0.00010496192795718513,0.0028111616,0.00021021154
0,9.007211723409285e-05,0.0025418454,0.00018054438
0,9.879708897904616e-05,0.0027600024,0.00019775797
0,8.063373464256844e-05,0.0024319605,0.00016138556
0,5.109160663053799e-05,0.0019179854,0.00010232551
0,9.734018845400419e-05,0.0028595584,0.00019499025
