epoch,loss,mae,mse
0,0.22222081157896253,0.5428362,0.6695681
0,0.013792388650607768,0.059097044,0.037859485
0,0.008998468942975752,0.04158403,0.023805276
0,0.002385430768530784,0.015852211,0.004785749
0,0.001970348212279979,0.013337445,0.0039633573
0,0.0015916806605981932,0.012040659,0.0032061047
0,0.0011958906302964552,0.010923805,0.002407491
0,0.17157440750222458,0.44233736,0.48150685
0,0.009009525072080147,0.041629978,0.023822313
0,0.002383911607035246,0.01591641,0.0047839317
0,0.0019908977861879235,0.01318265,0.004003108
0,0.0016494444063351631,0.01254282,0.0033202425
0,0.0012805980362118443,0.011190878,0.0025798066
0,0.0009077850863523978,0.009914884,0.0018228352
0,0.0006467859655119463,0.00819464,0.0012972051
0,0.0006143491612466139,0.0077378787,0.0012317031
0,0.000530902345263265,0.006810588,0.001064099
0,0.0004785973074307302,0.0063188123,0.0009590141
0,0.00043339691953822357,0.005928204,0.00086823414
0,0.00046197432854214795,0.0062448876,0.00092567434
0,0.00038407791753805647,0.0055077644,0.0007693898
0,0.0003537344672607151,0.0050876085,0.00070835534
0,0.00033208720329423806,0.0047907056,0.00066490454
0,0.00966993608276194,0.048405863,0.023407867
0,0.22546880841255187,0.5992782,0.728188
0,0.009667615533729431,0.04840484,0.023402529
0,0.0020476822498140036,0.018921698,0.0041170763
0,0.0013961507577470787,0.015455936,0.0028100351
0,0.0008804457695262853,0.011730156,0.001766575
0,0.0006337339349926679,0.009092611,0.001270694
0,0.000537481816829344,0.007862432,0.0010770649
0,0.0005031705960252527,0.007341655,0.0010080643
0,0.00041514306539576897,0.006413113,0.0008313978
0,0.000376653147938314,0.005975025,0.0007542206
0,0.00034169796742651793,0.0055331187,0.0006840985
0,0.00032772439556276244,0.0054171244,0.0006560887
0,0.0003033142199409806,0.005009596,0.0006070845
0,0.0003091445009809153,0.005217229,0.0006188324
0,0.00027451714299401165,0.0046961936,0.0005494108
0,0.0002440867137920577,0.0043387716,0.00048841914
0,0.0002264371298101111,0.00416418,0.00045306503
0,0.00021941329707599727,0.0040313136,0.00043898722
0,0.00021309404080781504,0.0039532045,0.00042633354
0,0.00024129735452411066,0.0044751666,0.00048281768
0,0.00019930985678710987,0.0037069512,0.00039874157
