epoch,loss,mae,mse
0,0.009135139305479982,0.04194929,0.024472652
0,0.0023413903483927596,0.015466476,0.0047050794
0,0.0020101487903433487,0.012941439,0.0040471116
0,0.0017026829358409317,0.011651633,0.003433745
0,0.0012367856389743283,0.010803699,0.0024939405
0,0.0010338111505454003,0.009793581,0.0020839944
0,0.0008140631970629822,0.009211493,0.0016362709
0,0.0005977258204716313,0.00780954,0.0011994329
0,0.0005445422200679432,0.0072373506,0.0010916936
0,0.00048401044838656317,0.0066270037,0.00097010273
0,0.0004756308937153258,0.006430197,0.00095327076
0,0.00042049325726358064,0.0059742886,0.00084232324
0,0.17982711248538075,0.4550381,0.5121818
0,0.009450812639335122,0.04734745,0.02337541
0,0.0019764292343190113,0.01820341,0.0039813705
0,0.0012963030301577064,0.0140084205,0.0026112003
0,0.0008094794082630947,0.010418208,0.0016252126
0,0.0006377946409560598,0.008404971,0.0012790287
0,0.0005388478961846223,0.007403848,0.0010798789
0,0.00048244309165688644,0.006808082,0.0009665529
0,0.00039181602011721824,0.0058111735,0.00078465923
0,0.0003642095067581237,0.0055429214,0.00072926347
0,0.0003277963131009621,0.005208091,0.00065618264
0,0.0003109697683643297,0.004974075,0.00062250544
0,0.00029145938849793867,0.0047043404,0.0005833047
0,0.00026799280567502137,0.004460983,0.00053630763
0,0.0002587553329757904,0.0043354966,0.00051778485
0,0.0002474649238169057,0.0042478098,0.0004951614
0,0.00023383575137551693,0.004103249,0.0004678987
0,0.0002401958351229195,0.004161755,0.00048063882
0,0.00023136059810941194,0.004151261,0.00046292014
0,0.00019923212249076163,0.0036051408,0.00039855193
0,0.0001868532055780988,0.003337082,0.0003737861
