epoch,loss,mae,mse
0,0.009109069149294016,0.042464204,0.024184346
0,0.002138200013994997,0.013577416,0.0042773285
0,0.0017781330963648004,0.012693918,0.003561907
0,0.0011976577751106638,0.011846511,0.0023998504
0,0.000569382194676032,0.008158973,0.0011400356
0,0.0003491274146037571,0.006702051,0.00069851795
0,0.000319706230152791,0.006226257,0.00064092077
0,0.008743826218513709,0.040206477,0.025484921
0,0.0020194626736387577,0.014376244,0.0040423656
0,0.0014805225159684827,0.013923946,0.0029649914
0,0.0008634066208457117,0.011079678,0.001729689
0,0.0004892602872255878,0.0076979175,0.0009795808
0,0.00039955936823019527,0.006966294,0.0008006085
0,0.0002137587567107156,0.0049273674,0.00042763643
0,0.00018899859396234684,0.004540649,0.00037821537
0,0.0002591476428217178,0.0054445732,0.0005199525
0,0.00014200686854241274,0.0038157732,0.0002841952
0,0.00011149798124818718,0.003248935,0.00022334723
0,0.00011803937808261993,0.0031974842,0.00023626481
0,9.348703736315533e-05,0.002960437,0.00018728775
0,0.0001615212052425797,0.003636128,0.00032553883
0,0.00015518111563401132,0.0038827097,0.00031097705
0,8.714452287214522e-05,0.0026730257,0.00017455439
0,6.537001720940772e-05,0.002517925,0.00013079052
0,4.782207642843571e-05,0.0021526718,9.566315e-05
0,6.283070688445828e-05,0.0025816348,0.00012588459
0,6.157035556760216e-05,0.002590428,0.000123217
